# -------------------------------------------------------
かへてぃちほう	カヘティ地方	AOC名や地名
からぼやさんみゃく	カラボヤ山脈	AOC名や地名
かるゔぁどすちほう	カルヴァドス地方	AOC名や地名
がるだみずうみ	ガルダ湖	AOC名や地名
がるだこしゅうへん	ガルダ湖周辺	AOC名や地名
かるとりちほう	カルトリ地方	AOC名や地名
かるぱちあさんみゃく	カルパチア山脈	AOC名や地名
かるぱちあぼんち	カルパチア盆地	AOC名や地名
がろんぬけん	ガロンヌ県	AOC名や地名
がろんぬかわ	ガロンヌ川	AOC名や地名
かんしーむら	カンシー村	AOC名や地名
かんたぶりあさんみゃく	カンタブリア山脈	AOC名や地名
かんたべりーちほう	カンタベリー地方	AOC名や地名
かんぷかわえん	カンプ川沿	AOC名や地名
きあんてぃちほう	キアンティ地方	AOC名や地名
ぐあだるきびーるかわ	グアダルキビール川	AOC名や地名
ぐあだれーてかわ	グアダレーテ川	AOC名や地名
くーじょちほう	クージョ地方	AOC名や地名
くーねおけん	クーネオ県	AOC名や地名
くなわら	クナワラ	AOC名や地名
くぱかわえん	クパ川沿	AOC名や地名
ぐらんくりゅ	グラン・クリュ	AOC名や地名
くりこゔぁむら	クリコヴァ村	AOC名や地名
くりしゃなちほう	クリシャナ地方	AOC名や地名
ぐれーとでぃゔぁいでぃんぐさんみゃく	グレート・ディヴァイディング山脈	AOC名や地名
くれむすたーる	クレムスタール	AOC名や地名
くれむすし	クレムス市	AOC名や地名
くれむすかわ	クレムス川	AOC名や地名
こーかさすさんみゃく	コーカサス山脈	AOC名や地名
こーとしゃろねーず	コート・シャロネーズ	AOC名や地名
こーとでぶらん	コート・デ・ブラン	AOC名や地名
こーとでゅろーぬ	コート・デュ・ローヌ	AOC名や地名
こーとどーる	コート・ドール	AOC名や地名
こーとどにゅい	コート・ド・ニュイ	AOC名や地名
こーとどぼーぬ	コート・ド・ボーヌ	AOC名や地名
ごーるばーんかわ	ゴールバーン川	AOC名や地名
こーんうぉーるしゅう	コーンウォール州	AOC名や地名
ことなり	コトナリ	AOC名や地名
ことなりちほう	コトナリ地方	AOC名や地名
こにゃっくちほう	コニャック地方	AOC名や地名
こみゅなる	コミュナル	AOC名や地名
こもみずうみ	コモ湖	AOC名や地名
こるくさんち	コルク産地	AOC名や地名
こるしかしま	コルシカ島	AOC名や地名
ざーるかわ	ザール川	AOC名や地名
ざーれかわ	ザーレ川	AOC名や地名
さゔぁかわ	サヴァ川	AOC名や地名
さゔぁかわえん	サヴァ川沿	AOC名や地名
さゔぉわちほう	サヴォワ地方	AOC名や地名
さゔぉわちほうぎゅうにゅう	サヴォワ地方・牛乳	AOC名や地名
さうすうぇすといんぐらんどちほう	サウス・ウェスト・イングランド地方	AOC名や地名
さざんあるぷすさんみゃく	サザン・アルプス山脈	AOC名や地名
させっくすちほう	サセックス地方	AOC名や地名
さぶ	サブ	AOC名や地名
さませっとしゅうちぇだーむら	サマセット州チェダー村	AOC名や地名
さらごさけん	サラゴサ県	AOC名や地名
さるたちほう	サルタ地方	AOC名や地名
さんじゅりあんむら	サン・ジュリアン村	AOC名や地名
さんせーる	サンセール	AOC名や地名
さんてすてふむら	サン・テステフ村	AOC名や地名
さんとゔぃくとわーるやま	サント・ヴィクトワール山	AOC名や地名
さんとるろわーる	サントル・ロワール	AOC名や地名
さんとるにゔぇるねちく	サントル・二ヴェルネ地区	AOC名や地名
さんぱぶろわん	サン・パブロ湾	AOC名や地名
さんふあんかわ	サン・フアン川	AOC名や地名
さんふらんしすこわん	サンフランシスコ湾	AOC名や地名
じぇーるけん	ジェール県	AOC名や地名
しぇーるかわ	シェール川	AOC名や地名
しえなけん	シエナ県	AOC名や地名
しえらねゔぁださんみゃく	シエラ・ネヴァダ山脈	AOC名や地名
しえらふっとひるず	シエラ・フットヒルズ	AOC名や地名
しぇりーさんち	シェリー産地	AOC名や地名
しぇんげんむら	シェンゲン村	AOC名や地名
しのんかわ	シノン川	AOC名や地名
しゃさーにゅもんらっしぇむら	シャサーニュ・モンラッシェ村	AOC名や地名
しゃぶりちく	シャブリ地区	AOC名や地名
しゃんぱーにゅちほう	シャンパーニュ地方	AOC名や地名
しゃんぼーるみゅじにーむら	シャンボール・ミュジニー村	AOC名や地名
しゅゔぃつぇーらいたりあーなちほう	シュヴィツェーラ・イタリアーナ地方	AOC名や地名
じゅゔれしゃんべるたんむら	ジュヴレ・シャンベルタン村	AOC名や地名
しゅっどうえすとちほう	シュッド・ウエスト地方	AOC名や地名
じゅらさゔぉわちほう	ジュラ・サヴォワ地方	AOC名や地名
じゅらさんみゃく	ジュラ山脈	AOC名や地名
じゅらちほう	ジュラ地方	AOC名や地名
じゅんべるちゅかさんみゃく	ジュンベルチュカ山脈	AOC名や地名
じろんどけん	ジロンド県	AOC名や地名
じろんどかわ	ジロンド川	AOC名や地名
しろんけん	シロン県	AOC名や地名
しろんかわ	シロン川	AOC名や地名
すとるまけいこく	ストルマ渓谷	AOC名や地名
すとるまかわ	ストルマ川	AOC名や地名
すのーいーさんみゃく	スノーイー山脈	AOC名や地名
すぺいんばすくちほう	スペインバスク地方	AOC名や地名
すらんかわ	スラン川	AOC名や地名
せーぬえまるぬけん	セーヌ・エ・マルヌ県	AOC名や地名
せしあかわ	セシア川	AOC名や地名
せしあかわたいがん	セシア川対岸	AOC名や地名
せんとへれなやま	セントヘレナ山	AOC名や地名
せんとへれなやま	セント・ヘレナ山	AOC名や地名
せんとらるおたご	セントラル・オタゴ	AOC名や地名
そーてるぬむら	ソーテルヌ村	AOC名や地名
そーぬかわ	ソーヌ川	AOC名や地名
そみゅーるし	ソミュール市	AOC名や地名
それんとはんしま	ソレント半島	AOC名や地名
だーにぼーる	ダーニボール	AOC名や地名
たうばーかわ	タウバー川	AOC名や地名
たすまんわん	タスマン湾	AOC名や地名
たとらさんみゃく	タトラ山脈	AOC名や地名
たなろかわ	タナロ川	AOC名や地名
たぽるつぁぼんち	タポルツァ盆地	AOC名や地名
たらごなけん	タラゴナ県	AOC名や地名
だるまちあちほう	ダルマチア地方	AOC名や地名
たるんかわ	タルン川	AOC名や地名
たるんせんりゅういき	タルン川流域	AOC名や地名
だんちほう	ダン地方	AOC名や地名
てぃさかわ	ティサ川	AOC名や地名
てぃさかわしもりゅうみぎぎし	ティサ川下流右岸	AOC名や地名
ていまーかわ	テイマー川	AOC名や地名
てぃれにあさんみゃく	ティレニア山脈	AOC名や地名
てぃんぐいりりかせんりゅういき	ティングイリリカ川流域	AOC名や地名
てぃちほう	ティ地方	AOC名や地名
てぃちほうほくとうぶ	ティ地方北東部	AOC名や地名
てゔぇれかわ	テヴェレ川	AOC名や地名
てーじょかわ	テージョ川	AOC名や地名
てっさりあちほう	テッサリア地方	AOC名や地名
てふらかわ	テフラ川	AOC名や地名
でまんださんみゃく	デマンダ山脈	AOC名や地名
どいつわいんさんち	ドイツワイン産地	AOC名や地名
どいつごけん	ドイツ語圏	AOC名や地名
とぅあかわ	トゥア川	AOC名や地名
とぅーるーずし	トゥールーズ市	AOC名や地名
とぅーれーぬちく	トゥーレーヌ地区	AOC名や地名
どぅえろかわ	ドゥエロ川	AOC名や地名
どうろけいこく	ドウロ渓谷	AOC名や地名
どうろかわ	ドウロ川	AOC名や地名
とかいげんさんちこしょう	トカイ原産地呼称	AOC名や地名
とかいやま	トカイ山	AOC名や地名
どなうけいこく	ドナウ渓谷	AOC名や地名
どなうかわ	ドナウ川	AOC名や地名
どぶろじゃちほう	ドブロジャ地方	AOC名や地名
どらゔぁかわ	ドラヴァ川	AOC名や地名
とらきあちほう	トラキア地方	AOC名や地名
とらじめーのみずうみ	トラジメーノ湖	AOC名や地名
とりのけん	トリノ県	AOC名や地名
どるどーにゅけん	ドルドーニュ県	AOC名や地名
どるどーにゅかわ	ドルドーニュ川	AOC名や地名
とれんてぃーのちほう	トレンティーノ地方	AOC名や地名
どろみーてぃさんかい	ドロミーティ山塊	AOC名や地名
とろわ	トロワ	AOC名や地名
なーえかわかこう	ナーエ川河口	AOC名や地名
ないあがらやま	ナイアガラ山	AOC名や地名
なんとし	ナント市	AOC名や地名
なんとめいぶつかわかます	ナント名物カワカマス	AOC名や地名
にすとるかわ	ニストル川	AOC名や地名
にせこまち	ニセコ町	AOC名や地名
にゅーじーらんどさんち	ニュージーランド産地	AOC名や地名
にゅーよーくしほくぶ	ニューヨーク市北部	AOC名や地名
ぬーしゃてるみずうみ	ヌーシャテル湖	AOC名や地名
ねっかーかわ	ネッカー川	AOC名や地名
のいじーどるみずうみ	ノイジードル湖	AOC名や地名
のゔぁーらけん	ノヴァーラ県	AOC名や地名
のーすこーすと	ノース・コースト	AOC名や地名
のるてちほう	ノルテ地方	AOC名や地名
のるまんでぃーちほう	ノルマンディー地方	AOC名や地名
はーるとさんち	ハールト山地	AOC名や地名
ばいえるんちほう	バイエルン地方	AOC名や地名
ばすくちほう	バスク地方	AOC名や地名
ぱたごにあちほう	パタゴニア地方	AOC名や地名
はどそんかわ	ハドソン川	AOC名や地名
ばらとんみずうみ	バラトン湖	AOC名や地名
ばらとんちほう	バラトン地方	AOC名や地名
ぱらなかわ	パラナ川	AOC名や地名
ばらんけん	バ・ラン県	AOC名や地名
ぱりぼんち	パリ盆地	AOC名や地名
ばるかんさんみゃく	バルカン山脈	AOC名や地名
ばるかんはんしま	バルカン半島	AOC名や地名
ばるさっくむら	バルサック村	AOC名や地名
ばるせろなけん	バルセロナ県	AOC名や地名
ばるでおらす	バルデオラス	AOC名や地名
ばるばれすこさんち	バルバレスコ産地	AOC名や地名
ばるばんぬかわ	バルバンヌ川	AOC名や地名
ばろーろ	バローロ	AOC名や地名
びーちわーすかわ	ビーチワース川	AOC名や地名
びーるみずうみ	ビール湖	AOC名や地名
びすけーわん	ビスケー湾	AOC名や地名
ぴゅりにぃもんらっしぇ	ピュリニィ・モンラッシェ	AOC名や地名
ぴれねーさんみゃく	ピレネー山脈	AOC名や地名
ぴんどすさんみゃく	ピンドス山脈	AOC名や地名
ふぃがりわん	フィガリ湾	AOC名や地名
ふぃんがーれいくすちほう	フィンガー・レイクス地方	AOC名や地名
ふぇーかん	フェーカン	AOC名や地名
ふぉるすわん	フォルス湾	AOC名や地名
ぶゅっくさんみゃく	ブュック山脈	AOC名や地名
ふらじぇいえしぇぞーむら	フラジェイ・エシェゾー村	AOC名や地名
ふらんけんちほう	フランケン地方	AOC名や地名
ふらんしゅこんてちほう	フランシュ・コンテ地方	AOC名や地名
ふらんすあるぷすさんろく	フランスアルプス山麓	AOC名や地名
ふらんすかるゔぁどすちほう	フランスカルヴァドス地方	AOC名や地名
ふらんすしゅようとし	フランス主要都市	AOC名や地名
ぶりねむら	ブリネ村	AOC名や地名
ぶりゅっせるちほう	ブリュッセル地方	AOC名や地名
ふりんだーさんみゃく	フリンダー山脈	AOC名や地名
ぶるごーにゅちほう	ブルゴーニュ地方	AOC名や地名
ぷろゔぁんすちほう	プロヴァンス地方	AOC名や地名
ぷろゔでぃふ	プロヴディフ	AOC名や地名
ふろんさでちく	フロンサデ地区	AOC名や地名
べあるんちほう	ベアルン地方	AOC名や地名
ぺいなんてちく	ペイ・ナンテ地区	AOC名や地名
べーるみずうみふきん	ベール湖付近	AOC名や地名
べねゔぇんとけん	ベネヴェント県	AOC名や地名
ぺねです	ペネデス	AOC名や地名
ぺるーじゃけんもんてふぁるこむら	ペルージャ県モンテファルコ村	AOC名や地名
べるぎーぶりゅっせるちほう	ベルギー・ブリュッセル地方	AOC名や地名
べるくかわ	ベルク川	AOC名や地名
ぺるなんゔぇるじゅれすむら	ペルナン・ヴェルジュレス村	AOC名や地名
へれすけれすしぇりーいまんさにーりゃさんるーかるでばらめーだ	ヘレス・ケレス・シェリー・イ・マンサニーリャ・サンルーカル・デ・バラメーダ	AOC名や地名
へれすちほう	ヘレス地方	AOC名や地名
ぺろぽねそすはんしま	ペロポネソス半島	AOC名や地名
ぽいやっくむら	ポイヤック村	AOC名や地名
ぼーじょれちく	ボージョレ地区	AOC名や地名
ぼーじょれちほう	ボージョレ地方	AOC名や地名
ぼーでんみずうみ	ボーデン湖	AOC名や地名
ぽーかわ	ポー川	AOC名や地名
ほってんとっとほらんどさんみゃく	ホッテントット・ホランド山脈	AOC名や地名
ぼでがわん	ボデガ湾	AOC名や地名
ぼどろぐかわ	ボドログ川	AOC名や地名
ぼるどーし	ボルドー市	AOC名や地名
ぼるどーちほう	ボルドー地方	AOC名や地名
ぽんぺい	ポンペイ	AOC名や地名
まーてぃんぼろ	マーティンボロ	AOC名や地名
まーてぃんぼろー	マーティンボロー	AOC名や地名
まーるぼろ	マールボロ	AOC名や地名
まいんかわ	マイン川	AOC名や地名
まうれかわ	マウレ川	AOC名や地名
まうんとろふてぃーさんみゃく	マウント・ロフティー山脈	AOC名や地名
まけどにあちほう	マケドニア地方	AOC名や地名
まこねちく	マコネ地区	AOC名や地名
まじょーれみずうみ	マジョーレ湖	AOC名や地名
まぞわいえーるしゃんべるたん	マゾワイエール・シャンベルタン	AOC名や地名
まっじょーれみずうみ	マッジョーレ湖	AOC名や地名
までぃらん	マディラン	AOC名や地名
までら	マデラ	AOC名や地名
までらすたいる	マデラスタイル	AOC名や地名
までらしょしま	マデラ諸島	AOC名や地名
まどりーどけん	マドリード県	AOC名や地名
まやかますさんみゃく	マヤカマス山脈	AOC名や地名
まらむれしゅちほう	マラムレシュ地方	AOC名や地名
まりぶこーすと	マリブ・コースト	AOC名や地名
まるごーむら	マルゴー村	AOC名や地名
まるせいゆ	マルセイユ	AOC名や地名
まるせいゆちほう	マルセイユ地方	AOC名や地名
まるぬけん	マルヌ県	AOC名や地名
まるぬかわ	マルヌ川	AOC名や地名
まれーかわ	マレー川	AOC名や地名
みーにょかわ	ミーニョ川	AOC名や地名
みーにょちほう	ミーニョ地方	AOC名や地名
むとぅくゔぁりかわ	ムトゥクヴァリ川	AOC名や地名
むらかわ	ムラ川	AOC名や地名
めきしこわん	メキシコ湾	AOC名や地名
めきしこわんりゅう	メキシコ湾流	AOC名や地名
めどっくちく	メドック地区	AOC名や地名
めるくし	メルク市	AOC名や地名
めんどーさかわ	メンドーサ川	AOC名や地名
もーぜるけいこく	モーゼル渓谷	AOC名や地名
もーぜるかわ	モーゼル川	AOC名や地名
もーるさんかい	モール山塊	AOC名や地名
もなしーさんみゃく	モナシー山脈	AOC名や地名
もらみずうみ	モラ湖	AOC名や地名
もるじぇむら	モルジェ村	AOC名や地名
もるどゔぁちほう	モルドヴァ地方	AOC名や地名
もれさんどにむら	モレ・サン・ドニ村	AOC名や地名
もんたるちーのむら	モンタルチーノ村	AOC名や地名
もんてびでお	モンテビデオ	AOC名や地名
もんてぷるちゃーの	モンテプルチャーノ	AOC名や地名
もんばじゃっくむら	モンバジャック村	AOC名や地名
もんふぇっらーとちほう	モンフェッラート地方	AOC名や地名
よんぬけん	ヨンヌ県	AOC名や地名
らいんかわ	ライン川	AOC名や地名
らさるむら	ラ・サル村	AOC名や地名
らどわせりにーむら	ラドワ・セリニー村	AOC名や地名
らぷらたかわ	ラ・プラタ川	AOC名や地名
らまんちゃちほう	ラ・マンチャ地方	AOC名や地名
らんぐどっくるーしょんちほう	ラングドック・ルーション地方	AOC名や地名
らんぐどっくちほう	ラングドック地方	AOC名や地名
らんとゔぁいんせいさんちいき	ラントヴァイン生産地域	AOC名や地名
らんどけん	ランド県	AOC名や地名
りーすりんぐさんち	リースリング産地	AOC名や地名
りおにかわ	リオニ川	AOC名や地名
りおは	リオハ	AOC名や地名
りおはちほう	リオハ地方	AOC名や地名
りすとらっくめどっくむら	リストラック・メドック村	AOC名や地名
るーゔぁーかわ	ルーヴァー川	AOC名や地名
るーしょんちほう	ルーション地方	AOC名や地名
るがーのみずうみ	ルガーノ湖	AOC名や地名
るすとし	ルスト市	AOC名や地名
るっかけん	ルッカ県	AOC名や地名
れいよんかわ	レイヨン川	AOC名や地名
れーにえやま	レーニエ山	AOC名や地名
れとわーるむら	レトワール村	AOC名や地名
れまんみずうみ	レマン湖	AOC名や地名
れまんみずうみえん	レマン湖沿	AOC名や地名
れりだけん	レリダ県	AOC名や地名
ろーざんぬし	ローザンヌ市	AOC名や地名
ろーぬけいこく	ローヌ渓谷	AOC名や地名
ろーぬけいこくちほう	ローヌ渓谷地方	AOC名や地名
ろーぬかわ	ローヌ川	AOC名や地名
ろーぬちほう	ローヌ地方	AOC名や地名
ろざりあさんみゃく	ロザリア山脈	AOC名や地名
ろっかもんふぃーなやま	ロッカモンフィーナ山	AOC名や地名
ろっきーさんみゃく	ロッキー山脈	AOC名や地名
ろっとえがろんぬけん	ロット・エ・ガロンヌ県	AOC名や地名
ろっとかわ	ロット川	AOC名や地名
ろれーぬちほう	ロレーヌ地方	AOC名や地名
ろわーるえしぇーるけん	ロワール・エ・シェール県	AOC名や地名
ろわーるけいこく	ロワール渓谷	AOC名や地名
ろわーるけいこくちほう	ロワール渓谷地方	AOC名や地名
ろわーるかわ	ロワール川	AOC名や地名
ろわーるちほう	ロワール地方	AOC名や地名
ろんどん	ロンドン	AOC名や地名
わいめあかわ	ワイメア川	AOC名や地名
あぶぐん	阿武郡	AOC名や地名
あぶまち	阿武町	AOC名や地名
えひめけん	愛媛県	AOC名や地名
あじむまち	安心院町	AOC名や地名
いなぼんち	伊那盆地	AOC名や地名
いばらきけん	茨城県	AOC名や地名
うらうすまち	浦臼町	AOC名や地名
うんなんし	雲南市	AOC名や地名
えんがんさんち	沿岸山地	AOC名や地名
とおのし	遠野市	AOC名や地名
えんざん	塩山	AOC名や地名
えんざんちく	塩山地区	AOC名や地名
しおじりし	塩尻市	AOC名や地名
おかやまけん	岡山県	AOC名や地名
おきなわけん	沖縄県	AOC名や地名
おんなむら	恩納村	AOC名や地名
しもきたはんしま	下北半島	AOC名や地名
しもじょうむら	下條村	AOC名や地名
はなまきし	花巻市	AOC名や地名
おおさこまち	大迫町	AOC名や地名
めむろまち	芽室町	AOC名や地名
かいがんさんち	海岸山地	AOC名や地名
かいがんさんみゃく	海岸山脈	AOC名や地名
かいすいみずうみ	海水湖	AOC名や地名
かっかざん	活火山	AOC名や地名
くずまきし	葛巻市	AOC名や地名
ちのし	茅野市	AOC名や地名
かんそうこうげん	乾燥高原	AOC名や地名
かんとうちほう	関東地方	AOC名や地名
いわみざわし	岩見沢市	AOC名や地名
いわやま	岩山	AOC名や地名
いわてけん	岩手県	AOC名や地名
みやざきけん	宮崎県	AOC名や地名
みやぎけん	宮城県	AOC名や地名
やまがたけん	山形県	AOC名や地名
みやたむら	宮田村	AOC名や地名
くまかわ	球磨川	AOC名や地名
くまちほう	球磨地方	AOC名や地名
きゅうしがい	旧市街	AOC名や地名
そらちちほう	空知地方	AOC名や地名
くまもとけん	熊本県	AOC名や地名
ぐんまけん	群馬県	AOC名や地名
けいこく	渓谷	AOC名や地名
けいこくえん	渓谷沿	AOC名や地名
けいこくない	渓谷内	AOC名や地名
けんさんわいん	県産ワイン	AOC名や地名
けんたんい	県単位	AOC名や地名
けんちょうしょざいち	県庁所在地	AOC名や地名
こすいちほう	湖水地方	AOC名や地名
しりべしちほう	後志地方	AOC名や地名
ひろしまけん	広島県	AOC名や地名
らせれな	ラ・セレナ	AOC名や地名
こうしゅうし	甲州市	AOC名や地名
えんざんちく	塩山地区	AOC名や地名
おくのた	奥野田	AOC名や地名
かつぬまちょう	勝沼町	AOC名や地名
こうしゅうぼんち	甲州盆地	AOC名や地名
かいし	甲斐市	AOC名や地名
こうふし	甲府市	AOC名や地名
かがわけん	香川県	AOC名や地名
こうざんむら	高山村	AOC名や地名
こうちけん	高知県	AOC名や地名
たかはたまち	高畠町	AOC名や地名
さくし	佐久市	AOC名や地名
さくぼんち	佐久盆地	AOC名や地名
さいじょうかわ	最上川	AOC名や地名
さかきまち	坂城町	AOC名や地名
さいたまけん	埼玉県	AOC名や地名
さっぽろし	札幌市	AOC名や地名
みかさし	三笠市	AOC名や地名
さんみずうみちほう	三湖地方	AOC名や地名
みえけん	三重県	AOC名や地名
さんがくきこう	山岳気候	AOC名や地名
やまがた	山形	AOC名や地名
やまがたけん	山形県	AOC名や地名
やまがたむら	山形村	AOC名や地名
やまがたぼんち	山形盆地	AOC名や地名
やまぐちけん	山口県	AOC名や地名
やまがし	山鹿市	AOC名や地名
やまにししょう	山西省	AOC名や地名
さんみゃく	山脈	AOC名や地名
やまなし	山梨	AOC名や地名
やまなしけん	山梨県	AOC名や地名
やまなしし	山梨市	AOC名や地名
さんろく	山麓	AOC名や地名
さんろくちたい	山麓地帯	AOC名や地名
しせんしょう	四川省	AOC名や地名
かこしまけん	鹿児島県	AOC名や地名
さかたし	酒田市	AOC名や地名
あきたけん	秋田県	AOC名や地名
とかちちほう	十勝地方	AOC名や地名
しゅくむら	祝村	AOC名や地名
しゅくちく	祝地区	AOC名や地名
かつぬまちょう	勝沼町	AOC名や地名
こもろし	小諸市	AOC名や地名
おたるし	小樽市	AOC名や地名
おぶせまち	小布施町	AOC名や地名
しょうないちほう	庄内地方	AOC名や地名
しょうわむら	昭和村	AOC名や地名
まつかわちょう	松川町	AOC名や地名
まつもとし	松本市	AOC名や地名
まつもとぼんち	松本盆地	AOC名や地名
ぬまたし	沼田市	AOC名や地名
れまんみずうみ	レマン湖	AOC名や地名
じょうえつし	上越市	AOC名や地名
うえやま	上山	AOC名や地名
うえやまし	上山市	AOC名や地名
かみかわちほう	上川地方	AOC名や地名
うえだし	上田市	AOC名や地名
うえだぼんち	上田盆地	AOC名や地名
しょくみんし	植民市	AOC名や地名
しなのおおまち	信濃大町	AOC名や地名
にいがたけん	新潟県	AOC名や地名
にいがたし	新潟市	AOC名や地名
にいみし	新見市	AOC名や地名
かながわけん	神奈川県	AOC名や地名
にきまち	仁木町	AOC名や地名
あぺにんさんかい	アペニン山塊	AOC名や地名
どろみーてぃさんかい	ドロミーティ山塊	AOC名や地名
のっっっらんっ	Northland	AOC名や地名
もりおかし	盛岡市	AOC名や地名
にしのみやし	西宮市	AOC名や地名
にしあばらやちく	西荒屋地区	AOC名や地名
にしがわちょう	西川町	AOC名や地名
にしがわさんろく	西側山麓	AOC名や地名
あおもりけん	青森県	AOC名や地名
あおきむら	青木村	AOC名や地名
しずおかけん	静岡県	AOC名や地名
いしかりちほう	石狩地方	AOC名や地名
いしかわけん	石川県	AOC名や地名
あかゆまち	赤湯町	AOC名や地名
ちくまし	千曲市	AOC名や地名
ちくまがわわいんばれー	千曲川ワインバレー	AOC名や地名
ちばけん	千葉県	AOC名や地名
かわます	川マス	AOC名や地名
かわかみ	川上	AOC名や地名
かわばむら	川場村	AOC名や地名
ぜんこうじ	善光寺	AOC名や地名
むらやまちほう	村山地方	AOC名や地名
うえやまし	上山市	AOC名や地名
あさひまち	朝日町	AOC名や地名
そんめい	村名	AOC名や地名
そんめいあおっ	村名A.O.C.	AOC名や地名
あっっまんしゃうせん	Assmannshausen	AOC名や地名
べっんかってる	Bernkastel	AOC名や地名
はってんへいん	Hattenheim	AOC名や地名
じょはんいっべっっ	Johannisberg	AOC名や地名
うっじっ	Ürzig	AOC名や地名
うぃるちんげん	Wiltingen	AOC名や地名
うぃんける	Winkel	AOC名や地名
そんめいあぺらしおん	村名アペラシオン	AOC名や地名
そんめいわいん	村名ワイン	AOC名や地名
おびひろし	帯広市	AOC名や地名
たいないし	胎内市	AOC名や地名
はびきのし	羽曳野市	AOC名や地名
けんしもむら	堅下村	AOC名や地名
みなみかわちちほう	南河内地方	AOC名や地名
たいせいようちほう	大西洋地方	AOC名や地名
りよん	リヨン	AOC名や地名
おおさこ	大迫	AOC名や地名
おおいたけん	大分県	AOC名や地名
あじむまち	安心院町	AOC名や地名
ちちゅうかいえんがんちほう	地中海沿岸地方	AOC名や地名
ちちゅうかいちほう	地中海地方	AOC名や地名
ちほう	地方	AOC名や地名
ちほうわいん	地方ワイン	AOC名や地名
ちほうこしょう	地方呼称	AOC名や地名
ちほうぜんたい	地方全体	AOC名や地名
ちほうめい	地方名	AOC名や地名
ちほうりょうり	地方料理	AOC名や地名
ちめい	地名	AOC名や地名
いけだちょう	池田町	AOC名や地名
おいたまちほう	置賜地方	AOC名や地名
なんようし	南陽市	AOC名や地名
あかゆまち	赤湯町	AOC名や地名
たけだし	竹田市	AOC名や地名
ちちぶさんふもと	秩父山麓	AOC名や地名
ちゅうおうこうげんちたい	中央高原地帯	AOC名や地名
ちゅうおうさんかい	中央山塊	AOC名や地名
ちゅうおうさんみゃく	中央山脈	AOC名や地名
ちゅうおうぼんち	中央盆地	AOC名や地名
ちゅうごくしこくちほう	中国・四国地方	AOC名や地名
なかのし	中野市	AOC名や地名
ちゅうもくさんち	注目産地	AOC名や地名
あさひまち	朝日町	AOC名や地名
あさひまちわいん	朝日町ワイン	AOC名や地名
ながさきけん	長崎県	AOC名や地名
ながさきけんいちしし	長崎県壱岐市	AOC名や地名
ながとししゅうへん	長門市周辺	AOC名や地名
ながのけん	長野県	AOC名や地名
ながのけんげんさんちこしょうかんりせいど	長野県原産地呼称管理制度	AOC名や地名
ながのけんおぶせまち	長野県小布施町	AOC名や地名
ながのけんせいぶ	長野県西部	AOC名や地名
ながのけんちょう	長野県庁	AOC名や地名
ながのけんとうみし	長野県東御市	AOC名や地名
ながのけんのうじしけんじょう	長野県農事試験場	AOC名や地名
ながのぼんち	長野盆地	AOC名や地名
ちょうわまち	長和町	AOC名や地名
とっとりけん	鳥取県	AOC名や地名
うすいし	笛吹市	AOC名や地名
てんどうし	天童市	AOC名や地名
てんりゅうがわわいんばれー	天竜川ワインバレー	AOC名や地名
てんりゅうがわりゅういき	天竜川流域	AOC名や地名
とうろくさんち	登録産地	AOC名や地名
つのまち	都農町	AOC名や地名
しまねけん	島根県	AOC名や地名
とうみし	東御市	AOC名や地名
ひがしがわゔぁかさんみゃくがわ	東側ヴァカ山脈側	AOC名や地名
とうほくちほう	東北地方	AOC名や地名
とうせいほしょうげんさんち	統制保証原産地	AOC名や地名
とうせいほしょうげんさんちこしょうわいん	統制保証原産地呼称ワイン	AOC名や地名
とうせいほしょうげんさんちさんさいじょうきゅうわいん	統制保証原産地産最上級ワイン	AOC名や地名
とうせいほしょうげんさんちさんじょうきゅうわいん	統制保証原産地産上級ワイン	AOC名や地名
とうせいほしょうげんさんちしていちく	統制保証原産地指定地区	AOC名や地名
とうやこさみっと	洞爺湖サミット	AOC名や地名
とうやこまち	洞爺湖町	AOC名や地名
とくしまけん	徳島県	AOC名や地名
とくせんげんさんちこしょう	特選原産地呼称	AOC名や地名
とくせんげんさんちこしょうわいん	特選原産地呼称ワイン	AOC名や地名
とくていわいんせいさんちいき	特定ワイン生産地域	AOC名や地名
とくていわいんせいさんちいきいがい	特定ワイン生産地域以外	AOC名や地名
とくていさんち	特定産地	AOC名や地名
とくていせいさんちいき	特定生産地域	AOC名や地名
とくべつあおっわいん	特別A.O.C.ワイン	AOC名や地名
とくべつあおっわいんどれ	特別A.O.C.ワインDôle	AOC名や地名
とちぎけん	栃木県	AOC名や地名
とちぎけんない	栃木県内	AOC名や地名
みなみあるぷすさんろく	南アルプス山麓	AOC名や地名
みなみうおぬまし	南魚沼市	AOC名や地名
なんせいちほう	南西地方	AOC名や地名
なんたんむらやまちほう	南端村山地方	AOC名や地名
なんようし	南陽市	AOC名や地名
にっぽんあるぷすわいんばれー	日本アルプスワインバレー	AOC名や地名
にらさきし	韮崎市	AOC名や地名
はぎし	萩市	AOC名や地名
しろわいんさんち	白ワイン産地	AOC名や地名
はくさん	白山	AOC名や地名
やつがたけさんろく	八ヶ岳山麓	AOC名や地名
はんしま	半島	AOC名や地名
はんしまぶ	半島部	AOC名や地名
はんとうめい	半島名	AOC名や地名
いいずなまち	飯綱町	AOC名や地名
ひしやまちく	菱山地区	AOC名や地名
